time,city,CO,NO,NO2,NOx,SO2
2015/10/01 14:00,Taipei,0.49,2.5,14,17,3.9
2015/10/01 15:00,Taipei,0.49,2.3,14,17,3.7
2015/10/01 16:00,Taipei,0.53,2.5,17,20,3.9
2015/10/01 17:00,Taipei,0.68,2.4,22,24,5.4
2015/10/01 18:00,Taipei,1.19,7.6,43,50,5.2
2015/10/01 19:00,Taipei,1.19,7.9,41,49,4.1
2015/10/01 20:00,Taipei,1.2,7.1,40,47,4.2
2015/10/01 21:00,Taipei,0.93,5.2,30,35,5
2015/10/01 22:00,Taipei,0.84,7.9,29,37,6
2015/10/01 23:00,Taipei,0.65,3.2,22,25,6.4
2015/10/15 00:00,Taipei,0.38,0.8,20,21,2.8
2015/10/15 01:00,Taipei,0.3,0.6,14,14,2.4
2015/10/15 02:00,Taipei,0.26,1.2,10,12,2.2
2015/10/15 03:00,Taipei,0.28,-0.3,13,13,2.2
2015/10/15 04:00,Taipei,0.28,-0.2,14,13,1.9
2015/10/15 05:00,Taipei,0.35,0.2,18,18,1.9
2015/10/15 06:00,Taipei,0.6,8.6,33,41,2.4
2015/10/15 07:00,Taipei,0.88,15,36,50,2.9
2015/10/15 08:00,Taipei,0.6,6.4,26,32,4.8
2015/10/15 09:00,Taipei,0.34,4.6,19,24,5
2015/10/15 10:00,Taipei,0.28,2.8,15,18,2.1
2015/10/15 11:00,Taipei,0.27,2.4,15,17,2.9
2015/10/15 12:00,Taipei,0.26,2.2,14,16,5.2
2015/10/15 13:00,Taipei,0.26,2.3,13,15,3.6
2015/10/15 14:00,Taipei,0.3,2.1,14,16,2.3
2015/10/15 15:00,Taipei,0.31,2.4,16,19,2.6
2015/10/15 16:00,Taipei,0.33,1.3,16,17,2.2
2015/10/15 17:00,Taipei,0.43,0.7,18,19,2.3
2015/10/15 18:00,Taipei,0.51,0.3,21,22,2.3
2015/10/15 19:00,Taipei,0.46,0.6,20,21,2.3
2015/10/15 20:00,Taipei,0.5,1.3,25,26,3.4
2015/10/15 21:00,Taipei,0.49,1.1,22,23,2.2
2015/10/15 22:00,Taipei,0.4,0.1,18,18,4.2
2015/10/15 23:00,Taipei,0.31,0,16,16,4.7
2015/11/01 00:00,Taipei,0.24,0.9,8.8,9.7,2.2
2015/11/01 01:00,Taipei,0.2,0.8,6.4,7.3,2
2015/11/01 02:00,Taipei,0.17,0.8,5.6,6.4,1.9
2015/11/01 03:00,Taipei,0.17,0.3,5.6,6,1.9
2015/11/01 04:00,Taipei,0.18,0,6.1,6.2,1.9
2015/11/01 05:00,Taipei,0.21,-0.1,6.7,6.6,1.8
2015/11/01 06:00,Taipei,0.3,0.3,14,14,1.9
2015/11/01 07:00,Taipei,0.43,2.2,20,22,2
2015/11/01 08:00,Taipei,0.36,2.2,15,17,1.9
2015/11/01 09:00,Taipei,0.37,3.1,15,18,2
2015/11/01 10:00,Taipei,0.35,2.6,13,15,2.1
2015/11/01 11:00,Taipei,0.36,2.8,14,16,2.2
2015/11/01 12:00,Taipei,0.34,2,13,15,2.2
2015/11/01 13:00,Taipei,0.36,2.2,15,17,2.7
2015/11/01 14:00,Taipei,0.41,3.1,20,23,2.6
2015/11/01 15:00,Taipei,0.43,3,21,24,2.7
2015/11/01 16:00,Taipei,0.45,3.2,24,27,4.4
2015/11/01 17:00,Taipei,0.46,2.2,23,25,4.4
2015/11/01 18:00,Taipei,0.47,2.8,25,27,4.1
2015/11/01 19:00,Taipei,0.48,3.4,26,30,3.8
2015/11/01 20:00,Taipei,0.39,2.4,22,25,4.8
2015/11/01 21:00,Taipei,0.35,1.8,20,22,4.4
2015/11/01 22:00,Taipei,0.4,1.6,20,22,4.6
2015/11/01 23:00,Taipei,0.29,0.7,14,15,3.7
2015/11/15 00:00,Taipei,0.4,1.9,17,19,5
2015/11/15 01:00,Taipei,0.39,2.2,13,16,3.6
2015/11/15 02:00,Taipei,0.35,1.9,11,13,3.1
2015/11/15 03:00,Taipei,0.33,1.5,10,12,2.1
2015/11/15 04:00,Taipei,0.37,1.5,9.4,11,1.7
2015/11/15 05:00,Taipei,0.39,1.5,10,12,1.6
2015/11/15 06:00,Taipei,0.5,2,15,17,1.6
2015/11/15 07:00,Taipei,0.54,3.4,15,19,1.7
2015/11/15 08:00,Taipei,0.52,3.8,15,19,1.9
2015/11/15 09:00,Taipei,0.5,3.8,14,18,1.8
2015/11/15 10:00,Taipei,0.49,4.2,13,17,1.6
2015/11/15 11:00,Taipei,0.45,3.8,12,15,1.6
2015/11/15 12:00,Taipei,0.48,3.7,13,17,1.6
2015/11/15 13:00,Taipei,0.44,3.3,12,15,1.6
2015/11/15 14:00,Taipei,0.47,3.7,14,18,1.6
2015/11/15 15:00,Taipei,0.54,4.5,19,23,1.7
2015/11/15 16:00,Taipei,0.54,3.3,19,22,1.7
2015/11/15 17:00,Taipei,0.68,3.1,24,27,2.1
2015/11/15 18:00,Taipei,0.65,2.5,21,23,2
2015/11/15 19:00,Taipei,0.6,2.2,20,22,1.9
2015/11/15 20:00,Taipei,0.58,2,19,21,1.8
2015/11/15 21:00,Taipei,0.57,2.5,20,23,1.9
2015/11/15 22:00,Taipei,0.56,2,18,20,1.8
2015/11/15 23:00,Taipei,0.53,1.7,18,20,1.7
2015/12/01 00:00,Taipei,0.29,0.6,12,13,5.2
2015/12/01 01:00,Taipei,0.26,0.1,11,11,4.3
2015/12/01 02:00,Taipei,0.24,0.2,7.1,7.3,1.7
2015/12/01 03:00,Taipei,0.23,0.8,6.3,7.1,1.6
2015/12/01 04:00,Taipei,0.23,1.2,6.6,7.7,1.8
2015/12/01 05:00,Taipei,0.24,1.1,9.9,11,3.3
2015/12/01 06:00,Taipei,0.38,2.4,20,23,3.1
2015/12/01 07:00,Taipei,0.63,4.9,25,30,2.1
2015/12/01 08:00,Taipei,0.72,7.5,29,36,1.9
2015/12/01 09:00,Taipei,0.57,9.1,27,36,5.3
2015/12/01 10:00,Taipei,0.46,7,26,33,7
2015/12/01 11:00,Taipei,0.4,7.2,21,28,7.7
2015/12/01 12:00,Taipei,0.38,5.9,18,24,5.4
2015/12/01 13:00,Taipei,0.35,7,20,27,12
2015/12/01 14:00,Taipei,0.39,5.2,19,24,3.5
2015/12/01 15:00,Taipei,0.51,6.7,27,33,5.7
2015/12/01 16:00,Taipei,0.54,5.7,30,36,4.3
2015/12/01 17:00,Taipei,0.72,7.4,36,43,8.2
2015/12/01 18:00,Taipei,0.89,9,36,45,2.3
2015/12/01 19:00,Taipei,0.82,8.4,33,41,2
2015/12/01 20:00,Taipei,0.73,6,31,37,2
2015/12/01 21:00,Taipei,0.71,4.5,28,33,2.1
2015/12/01 22:00,Taipei,0.64,2.6,24,27,2.9
2015/12/01 23:00,Taipei,0.49,1.7,21,22,2.7
2015/12/15 00:00,Taipei,0.56,1.6,14,15,2.6
2015/12/15 01:00,Taipei,0.53,1,10,11,1.8
2015/12/15 02:00,Taipei,0.53,1.1,9.4,11,1.7
2015/12/15 03:00,Taipei,0.52,0.9,7.9,8.8,1.6
2015/12/15 04:00,Taipei,0.5,0.8,7.6,8.4,1.7
2015/12/15 05:00,Taipei,0.52,1.1,9.3,10,1.7
2015/12/15 06:00,Taipei,0.6,2.2,16,18,1.8
2015/12/15 07:00,Taipei,0.83,5.4,24,30,2.5
2015/12/15 08:00,Taipei,0.94,9,28,37,3.2
2015/12/15 09:00,Taipei,0.87,9.7,30,39,3.6
2015/12/15 10:00,Taipei,0.89,9.9,32,42,4.1
2015/12/15 11:00,Taipei,0.94,9.7,31,41,4.2
2015/12/15 12:00,Taipei,0.92,6,27,33,3.6
2015/12/15 13:00,Taipei,0.88,5.5,26,32,3.2
2015/12/15 14:00,Taipei,0.93,5.7,29,35,3.4
2015/12/15 15:00,Taipei,0.94,6.4,33,39,3.4
2015/12/15 16:00,Taipei,0.98,6.5,34,41,3.5
2015/12/15 17:00,Taipei,1.11,5.1,34,39,4.7
2015/12/15 18:00,Taipei,1.18,5.5,35,41,4.5
2015/12/15 19:00,Taipei,1.04,3.5,34,37,4.4
2015/12/15 20:00,Taipei,0.95,2.8,33,35,4.8
2015/12/15 21:00,Taipei,0.89,1.6,22,23,5.9
2015/12/15 22:00,Taipei,0.91,1.3,22,23,7.3
2015/12/15 23:00,Taipei,0.79,1.3,14,16,7.7
2015/01/01 00:00,New Taipei,0.74,1,15,16,9.2
2015/01/01 01:00,New Taipei,0.7,0.8,13,14,7.7
2015/01/01 02:00,New Taipei,0.66,1.1,13,14,6.6
2015/01/01 03:00,New Taipei,0.61,1.7,12,13,5.4
2015/01/01 04:00,New Taipei,0.51,2,11,13,4.8
2015/01/01 05:00,New Taipei,0.51,1.7,13,15,5
2015/01/01 06:00,New Taipei,0.51,1.9,13,15,5.3
2015/01/01 07:00,New Taipei,0.6,2.4,16,18,5.9
2015/01/01 08:00,New Taipei,0.62,3.4,16,19,6.2
2015/01/01 09:00,New Taipei,0.58,3.7,14,18,5.6
2015/01/01 10:00,New Taipei,0.53,3.5,12,15,4.6
2015/01/01 11:00,New Taipei,0.49,3.4,11,15,3.9
2015/01/01 12:00,New Taipei,0.45,3.3,11,14,3.1
2015/01/01 13:00,New Taipei,0.4,3.1,9.8,13,2.8
2015/01/01 14:00,New Taipei,0.4,3.2,11,14,2.6
2015/01/01 15:00,New Taipei,0.41,2.5,11,14,2.8
2015/01/01 16:00,New Taipei,0.44,2.9,14,17,2.7
2015/01/01 17:00,New Taipei,0.45,2.2,15,17,2.4
2015/01/01 18:00,New Taipei,0.41,2.3,16,18,2
2015/01/01 19:00,New Taipei,0.42,2.3,18,20,2.1
2015/01/01 20:00,New Taipei,0.31,1.8,13,15,1.7
2015/01/01 21:00,New Taipei,0.3,1.9,13,15,1.6
2015/01/01 22:00,New Taipei,0.32,2.1,14,16,1.5
2015/01/01 23:00,New Taipei,0.33,1.8,16,17,1.9
2015/01/15 00:00,New Taipei,0.31,2,10,12,1.8
2015/01/15 01:00,New Taipei,0.29,1.7,7.8,9.5,1.3
2015/01/15 02:00,New Taipei,0.29,1.5,8.4,9.9,1.2
2015/01/15 03:00,New Taipei,0.28,1,11,12,1.5
2015/01/15 04:00,New Taipei,0.31,1.1,11,12,1.2
2015/01/15 05:00,New Taipei,0.37,1.5,16,18,1.3
2015/01/15 06:00,New Taipei,0.47,2.1,21,24,1.2
2015/01/15 07:00,New Taipei,0.86,10,30,40,1.6
2015/01/15 08:00,New Taipei,0.7,7.1,24,31,1.6
2015/01/15 09:00,New Taipei,0.56,6,21,27,1.6
2015/01/15 10:00,New Taipei,0.48,3.3,17,20,1.2
2015/01/15 11:00,New Taipei,0.45,4.5,15,19,1.5
2015/01/15 12:00,New Taipei,0.44,3.3,16,20,1.3
2015/01/15 13:00,New Taipei,0.41,3,15,18,1.5
2015/01/15 14:00,New Taipei,0.42,2.7,16,18,1.2
2015/01/15 15:00,New Taipei,0.43,2.6,19,22,1.3
2015/01/15 16:00,New Taipei,0.44,2.7,20,22,1.5
2015/01/15 17:00,New Taipei,0.57,2.7,27,29,3.2
2015/01/15 18:00,New Taipei,0.7,3.1,32,35,2.9
2015/01/15 19:00,New Taipei,0.67,2.8,30,33,2.6
2015/01/15 20:00,New Taipei,0.67,3.6,33,37,1.9
2015/01/15 21:00,New Taipei,0.57,2.9,28,31,1.9
2015/01/15 22:00,New Taipei,0.52,2,24,26,1.5
2015/01/15 23:00,New Taipei,0.47,1.5,22,23,1.9
2015/02/01 00:00,New Taipei,0.38,1.7,11,12,2.4
2015/02/01 01:00,New Taipei,0.3,1.3,8.4,9.7,1.6
2015/02/01 02:00,New Taipei,0.26,1.2,7.8,9,1.6
2015/02/01 03:00,New Taipei,0.24,0.7,6.3,7,1.2
2015/02/01 04:00,New Taipei,0.23,0.4,5.5,5.9,1.3
2015/02/01 05:00,New Taipei,0.25,0.3,6,6.3,1.3
2015/02/01 06:00,New Taipei,0.28,0.6,8.6,9.2,1.8
2015/02/01 07:00,New Taipei,0.42,1.4,14,16,3.3
2015/02/01 08:00,New Taipei,0.4,2.8,13,16,2.9
2015/02/01 09:00,New Taipei,0.38,3.1,9.3,12,1.5
2015/02/01 10:00,New Taipei,0.34,3.1,9,12,1.6
2015/02/01 11:00,New Taipei,0.32,2.7,8.2,11,1.8
2015/02/01 12:00,New Taipei,0.3,2.6,8.1,11,2.3
2015/02/01 13:00,New Taipei,0.28,2.7,9.4,12,5.9
2015/02/01 14:00,New Taipei,0.28,2.1,8.6,11,3.2
2015/02/01 15:00,New Taipei,0.33,2.2,12,14,3.6
2015/02/01 16:00,New Taipei,0.33,1.8,13,15,5.3
2015/02/01 17:00,New Taipei,0.42,1.3,16,18,3.3
2015/02/01 18:00,New Taipei,0.46,1.4,20,21,2.7
2015/02/01 19:00,New Taipei,0.44,1.2,19,20,2.1
2015/02/01 20:00,New Taipei,0.42,1.4,18,20,1.9
2015/02/01 21:00,New Taipei,0.4,1,16,17,1.4
2015/02/01 22:00,New Taipei,0.37,0.9,15,15,1.4
2015/02/01 23:00,New Taipei,0.33,0.7,13,14,1.4
2015/02/14 00:00,New Taipei,0.59,0.8,28,28,2.8
2015/02/14 01:00,New Taipei,0.52,0.9,23,24,2.8
2015/02/14 02:00,New Taipei,0.56,0.7,24,25,2.9
2015/02/14 03:00,New Taipei,0.6,1.2,40,41,2.6
2015/02/14 04:00,New Taipei,0.55,1.4,36,37,2.4
2015/02/14 05:00,New Taipei,0.44,0.7,18,19,2.6
2015/02/14 06:00,New Taipei,0.54,0.4,23,23,2.5
2015/02/14 07:00,New Taipei,0.7,2.9,29,32,2.9
2015/02/14 08:00,New Taipei,0.63,2.7,19,22,2.7
2015/02/14 09:00,New Taipei,0.53,2.7,15,18,2.5
2015/02/14 10:00,New Taipei,0.54,3.5,16,20,2.3
2015/02/14 11:00,New Taipei,0.53,2.6,14,17,2.5
2015/02/14 12:00,New Taipei,0.51,2.5,14,16,2.4
2015/02/14 13:00,New Taipei,0.47,2.6,14,17,2.4
2015/02/14 14:00,New Taipei,0.54,2.5,24,27,5.5
2015/02/14 15:00,New Taipei,0.63,2.6,32,35,6.9
2015/02/14 16:00,New Taipei,0.65,2.7,23,25,2.4
2015/02/14 17:00,New Taipei,0.71,2.1,23,25,2.2
2015/02/14 18:00,New Taipei,0.71,0.8,23,24,2.4
2015/02/14 19:00,New Taipei,0.78,0.7,28,28,2.2
2015/02/14 20:00,New Taipei,0.77,0.7,28,29,2.3
2015/02/14 21:00,New Taipei,0.83,1,31,32,2.3
2015/02/14 22:00,New Taipei,0.95,1.8,40,42,2.2
2015/02/14 23:00,New Taipei,0.76,0.8,33,34,1.9
2015/03/01 00:00,New Taipei,0.3,2.5,9.7,12,0.7
2015/03/01 01:00,New Taipei,0.25,2.5,7.7,10,0.7
2015/03/01 02:00,New Taipei,0.19,2.2,5.1,7.2,0.8
2015/03/01 03:00,New Taipei,0.19,0.4,4.6,5,0.8
2015/03/01 04:00,New Taipei,0.22,0.6,4.8,5.4,0.9
2015/03/01 05:00,New Taipei,0.25,0.4,6.5,7,0.8
2015/03/01 06:00,New Taipei,0.32,1.3,9.8,11,0.9
2015/03/01 07:00,New Taipei,0.38,1.8,13,15,1
2015/03/01 08:00,New Taipei,0.45,3.2,14,17,1.2
2015/03/01 09:00,New Taipei,0.44,3,12,15,1.6
2015/03/01 10:00,New Taipei,0.41,2.5,13,16,1.3
2015/03/01 11:00,New Taipei,0.49,2.7,14,17,1.5
2015/03/01 12:00,New Taipei,0.48,3.1,13,16,1.5
2015/03/01 13:00,New Taipei,0.47,2.2,13,15,1.4
2015/03/01 14:00,New Taipei,0.49,2.1,13,15,1.4
2015/03/01 15:00,New Taipei,0.45,1.6,11,13,1.4
2015/03/01 16:00,New Taipei,0.47,1.5,14,15,1.2
2015/03/01 17:00,New Taipei,0.53,1.7,16,18,1.3
2015/03/01 18:00,New Taipei,0.46,1.4,13,15,1.5
2015/03/01 19:00,New Taipei,0.44,0.9,13,14,1.1
2015/03/01 20:00,New Taipei,0.43,0.8,15,16,1.3
2015/03/01 21:00,New Taipei,0.41,0.8,13,14,1
2015/03/01 22:00,New Taipei,0.38,1,13,14,1.1
2015/03/01 23:00,New Taipei,0.34,0.7,10,11,1.1
2015/03/15 00:00,New Taipei,1.04,16,43,58,3.9
2015/03/15 01:00,New Taipei,1.16,34,43,78,4.7
2015/03/15 02:00,New Taipei,1.44,64,41,105,4.5
2015/03/15 03:00,New Taipei,1.03,11,31,42,4
2015/03/15 04:00,New Taipei,0.54,2.7,23,26,2.9
2015/03/15 05:00,New Taipei,0.58,2.3,25,27,3.1
2015/03/15 06:00,New Taipei,0.84,7.7,30,37,2.6
2015/03/15 07:00,New Taipei,1.09,21,26,47,2.2
2015/03/15 08:00,New Taipei,0.9,15,22,38,1.6
2015/03/15 09:00,New Taipei,1.1,14,30,44,1.9
2015/03/15 10:00,New Taipei,1.04,11,36,47,2.7
2015/03/15 11:00,New Taipei,0.64,4.1,20,24,2.2
2015/03/15 12:00,New Taipei,0.57,3.1,16,19,2.9
2015/03/15 13:00,New Taipei,0.48,2.8,14,16,3
2015/03/15 14:00,New Taipei,0.54,3.2,19,22,3.9
2015/03/15 15:00,New Taipei,0.52,3.1,17,20,2.9
2015/03/15 16:00,New Taipei,0.71,4.3,32,36,3
2015/03/15 17:00,New Taipei,0.77,3.2,34,37,2.7
2015/03/15 18:00,New Taipei,0.86,3.2,36,39,3.1
2015/03/15 19:00,New Taipei,1.05,4.6,43,47,3.2
2015/03/15 20:00,New Taipei,0.98,5.3,44,49,4.8
2015/03/15 21:00,New Taipei,0.69,3,29,32,6.4
2015/03/15 22:00,New Taipei,0.76,4.2,36,40,9.2
2015/03/15 23:00,New Taipei,0.64,3.3,34,37,8
2015/04/01 00:00,New Taipei,0.93,8.7,37,46,4.1
2015/04/01 01:00,New Taipei,1.1,19,40,59,3.1
2015/04/01 02:00,New Taipei,0.81,5.8,33,38,2.8
2015/04/01 03:00,New Taipei,0.7,11,30,41,5.5
2015/04/01 04:00,New Taipei,0.89,13,30,43,4.8
2015/04/01 05:00,New Taipei,0.62,6.2,20,26,2.2
2015/04/01 06:00,New Taipei,0.91,18,20,38,1.9
2015/04/01 07:00,New Taipei,1.13,20,22,42,2
2015/04/01 08:00,New Taipei,1.4,16,34,50,2.4
2015/04/01 09:00,New Taipei,1.07,9,34,43,2.4
2015/04/01 10:00,New Taipei,0.73,4,26,30,2.9
2015/04/01 11:00,New Taipei,0.54,1.8,18,20,5.7
2015/04/01 12:00,New Taipei,0.48,1.6,19,21,5.4
2015/04/01 13:00,New Taipei,0.38,1.3,16,18,3.9
2015/04/01 14:00,New Taipei,0.33,1.7,15,17,3.5
2015/04/01 15:00,New Taipei,0.31,1.7,15,17,3.1
2015/04/01 16:00,New Taipei,0.36,2.4,18,20,3.2
2015/04/01 17:00,New Taipei,0.49,1.7,22,23,3.1
2015/04/01 18:00,New Taipei,0.97,1.8,35,37,3.4
2015/04/01 19:00,New Taipei,1.22,3,50,53,6.9
2015/04/01 20:00,New Taipei,1.08,1.6,45,47,6.7
2015/04/01 21:00,New Taipei,1.39,18,47,64,5.7
2015/04/01 22:00,New Taipei,0.9,11,33,44,5.2
2015/04/01 23:00,New Taipei,0.87,12,34,47,5.2
2015/04/15 00:00,New Taipei,0.46,1.3,19,21,2.4
2015/04/15 01:00,New Taipei,0.32,1.3,12,13,1.5
2015/04/15 02:00,New Taipei,0.31,0.9,11,12,1.4
2015/04/15 03:00,New Taipei,0.31,1.8,9.1,11,1.3
2015/04/15 04:00,New Taipei,0.38,1.6,11,13,1.4
2015/04/15 05:00,New Taipei,0.41,1.7,14,15,1.5
2015/04/15 06:00,New Taipei,0.58,5.8,23,29,1.6
2015/04/15 07:00,New Taipei,0.89,11,28,39,1.9
2015/04/15 08:00,New Taipei,1.25,16,39,55,2.1
2015/04/15 09:00,New Taipei,1.4,12,47,60,2.3
2015/04/15 10:00,New Taipei,0.54,4.1,17,21,2.2
2015/04/15 11:00,New Taipei,0.51,4.5,21,26,2.7
2015/04/15 12:00,New Taipei,0.43,3.6,22,25,5.2
2015/04/15 13:00,New Taipei,0.41,3.3,22,26,4.8
2015/04/15 14:00,New Taipei,0.36,3.2,18,22,4
2015/04/15 15:00,New Taipei,0.38,3.1,19,22,4.2
2015/04/15 16:00,New Taipei,0.41,2.8,21,23,5.1
2015/04/15 17:00,New Taipei,0.5,2.3,23,26,5.1
2015/04/15 18:00,New Taipei,0.8,2.3,35,37,4
2015/04/15 19:00,New Taipei,1.39,7.6,63,71,5.5
2015/04/15 20:00,New Taipei,1.89,48,85,133,9.2
2015/04/15 21:00,New Taipei,1.93,33,79,111,6.1
2015/04/15 22:00,New Taipei,1.71,26,74,101,5.7
2015/04/15 23:00,New Taipei,1.66,44,70,114,6.9
2015/05/01 00:00,New Taipei,0.4,0.6,14,14,2.4
2015/05/01 01:00,New Taipei,0.41,0.3,16,16,2.9
2015/05/01 02:00,New Taipei,0.42,0.8,17,18,2.6
2015/05/01 03:00,New Taipei,0.45,1.6,18,19,2.2
2015/05/01 04:00,New Taipei,0.45,1.9,18,19,2
2015/05/01 05:00,New Taipei,0.44,2.4,15,18,1.7
2015/05/01 06:00,New Taipei,0.54,3.8,20,24,1.6
2015/05/01 07:00,New Taipei,0.83,6.7,25,32,1.9
2015/05/01 08:00,New Taipei,1.01,8.1,32,41,2.3
2015/05/01 09:00,New Taipei,1.1,10,39,50,2.9
2015/05/01 10:00,New Taipei,0.9,4.4,31,36,4.7
2015/05/01 11:00,New Taipei,0.95,3.8,37,41,6.5
2015/05/01 12:00,New Taipei,0.76,3.2,29,32,7.3
2015/05/01 13:00,New Taipei,0.64,3,28,31,8.3
2015/05/01 14:00,New Taipei,0.58,3,24,27,9
2015/05/01 15:00,New Taipei,0.48,2.5,20,23,6.2
2015/05/01 16:00,New Taipei,0.95,3,35,38,2.8
2015/05/01 17:00,New Taipei,1.04,3.8,36,39,1.9
2015/05/01 18:00,New Taipei,1.07,2.6,41,44,2
2015/05/01 19:00,New Taipei,1.04,3.8,52,55,2.1
2015/05/01 20:00,New Taipei,1.53,14,52,66,2.4
2015/05/01 21:00,New Taipei,1.35,12,47,59,2.3
2015/05/01 22:00,New Taipei,1.14,6.6,41,47,2.2
2015/05/01 23:00,New Taipei,0.96,4.7,36,41,2
2015/05/15 00:00,New Taipei,1.24,19,36,56,3
2015/05/15 01:00,New Taipei,0.81,3.4,27,30,2.4
2015/05/15 02:00,New Taipei,0.62,2,21,23,2
2015/05/15 03:00,New Taipei,0.61,8.6,23,32,3.4
2015/05/15 04:00,New Taipei,0.59,9.5,22,32,3.1
2015/05/15 05:00,New Taipei,0.65,15,22,38,4.5
2015/05/15 06:00,New Taipei,0.85,25,24,49,11
2015/05/15 07:00,New Taipei,1.08,18,31,49,9.9
2015/05/15 08:00,New Taipei,1.34,13,37,50,5.8
2015/05/15 09:00,New Taipei,0.9,7,29,36,4.3
2015/05/15 10:00,New Taipei,0.52,5.3,19,25,3
2015/05/15 11:00,New Taipei,0.42,4.8,18,23,3.1
2015/05/15 12:00,New Taipei,0.42,4.2,19,23,3.5
2015/05/15 13:00,New Taipei,0.33,4,17,21,2.8
2015/05/15 14:00,New Taipei,0.41,2.5,17,2.1,2.8
2015/05/15 15:00,New Taipei,0.44,2.5,17,2.1,3.2
2015/05/15 16:00,New Taipei,0.39,3.1,23,26,3.2
2015/05/15 17:00,New Taipei,0.6,1.2,24,26,2.9
2015/05/15 18:00,New Taipei,0.74,3,28,31,3.1
2015/05/15 19:00,New Taipei,0.79,3.4,30,33,3.2
2015/05/15 20:00,New Taipei,0.73,4.7,31,36,3.5
2015/05/15 21:00,New Taipei,0.71,6.3,31,37,4
2015/05/15 22:00,New Taipei,0.74,5.6,28,34,6.4
2015/05/15 23:00,New Taipei,1.1,16,34,50,4.9
2015/06/01 00:00,New Taipei,0.33,0.8,12,13,2.7
2015/06/01 01:00,New Taipei,0.3,0.6,13,14,2.4
2015/06/01 02:00,New Taipei,0.27,1,12,13,3.6
2015/06/01 03:00,New Taipei,0.4,1.9,16,18,2.8
2015/06/01 04:00,New Taipei,0.38,2.4,17,19,2.6
2015/06/01 05:00,New Taipei,0.42,3.4,16,20,2.5
2015/06/01 06:00,New Taipei,0.62,11,23,33,3.2
2015/06/01 07:00,New Taipei,0.69,11,24,35,4.5
2015/06/01 08:00,New Taipei,1.19,14,32,46,4.1
2015/06/01 09:00,New Taipei,1.14,12,35,47,6.5
2015/06/01 10:00,New Taipei,0.56,7.9,23,31,6
2015/06/01 11:00,New Taipei,0.41,5.2,17,22,4.5
2015/06/01 12:00,New Taipei,0.4,3.8,14,18,3.7
2015/06/01 13:00,New Taipei,0.4,4.4,16,21,3.7
2015/06/01 14:00,New Taipei,0.49,3.5,20,23,3.1
2015/06/01 15:00,New Taipei,0.49,3.8,24,28,4.3
2015/06/01 16:00,New Taipei,0.49,4.8,24,29,3.6
2015/06/01 17:00,New Taipei,0.53,3.5,23,27,3.4
2015/06/01 18:00,New Taipei,0.97,3.9,38,42,3.9
2015/06/01 19:00,New Taipei,0.99,3.2,38,41,11
2015/06/01 20:00,New Taipei,0.83,1.7,36,37,8.2
2015/06/01 21:00,New Taipei,0.8,3,37,40,5.7
2015/06/01 22:00,New Taipei,0.71,11,26,37,4.3
2015/06/01 23:00,New Taipei,0.93,14,29,43,3.6
2015/06/15 00:00,New Taipei,0.75,3.7,25,29,2.1
2015/06/15 01:00,New Taipei,0.54,2.4,20,23,1.8
2015/06/15 02:00,New Taipei,0.43,1.6,15,17,1.9
2015/06/15 03:00,New Taipei,0.3,1.1,8.4,9.5,1.8
2015/06/15 04:00,New Taipei,0.24,0.5,6.2,6.7,1.7
2015/06/15 05:00,New Taipei,0.41,3.3,14,17,3.2
2015/06/15 06:00,New Taipei,0.57,10,18,28,4.6
2015/06/15 07:00,New Taipei,1.11,16,28,43,5.4
2015/06/15 08:00,New Taipei,1.02,9.5,28,38,5.4
2015/06/15 09:00,New Taipei,0.88,4.3,31,35,6.4
2015/06/15 10:00,New Taipei,0.45,5.3,20,25,5.9
2015/06/15 11:00,New Taipei,0.39,2.6,17,19,4.6
2015/06/15 12:00,New Taipei,0.37,2.1,14,16,4.2
2015/06/15 13:00,New Taipei,0.3,2.1,13,15,3.5
2015/06/15 14:00,New Taipei,0.32,2.6,16,18,3.5
2015/06/15 15:00,New Taipei,0.35,3.2,16,19,3.2
2015/06/15 16:00,New Taipei,0.69,4.5,27,31,3.4
2015/06/15 17:00,New Taipei,0.84,2.5,32,35,4.6
2015/06/15 18:00,New Taipei,0.94,2.5,36,38,6.3
2015/06/15 19:00,New Taipei,1.27,9.7,42,52,4.9
2015/06/15 20:00,New Taipei,1.12,10,41,51,6.6
2015/06/15 21:00,New Taipei,1.05,7.6,35,43,6.8
2015/06/15 22:00,New Taipei,0.79,2.4,25,27,3.6
2015/06/15 23:00,New Taipei,0.76,2.2,24,26,2.6
2015/07/01 00:00,New Taipei,0.27,1.1,12,13,3.6
2015/07/01 01:00,New Taipei,0.21,1.3,10,12,3
2015/07/01 02:00,New Taipei,0.19,1,11,12,3.6
2015/07/01 03:00,New Taipei,0.16,2.4,8.6,11,3.1
2015/07/01 04:00,New Taipei,0.17,1.9,9.4,11,2.9
2015/07/01 05:00,New Taipei,0.22,2.8,11,14,2.7
2015/07/01 06:00,New Taipei,0.28,4.7,11,15,2
2015/07/01 07:00,New Taipei,0.49,7.8,14,22,2.9
2015/07/01 08:00,New Taipei,0.48,7,14,21,2.7
2015/07/01 09:00,New Taipei,0.34,5.1,13,18,2.4
2015/07/01 10:00,New Taipei,0.31,1.3,13,0.3,1.9
2015/07/01 11:00,New Taipei,0.31,1.3,13,0.3,-0.4
