time,city,CO,NO,NO2,NOx,SO2
2015/11/01 00:00,Keelung,0.19,1.1,5.7,6.7,0.9
2015/11/01 01:00,Keelung,0.18,0.8,4.8,5.6,1.2
2015/11/01 02:00,Keelung,0.16,1,4,5,1.2
2015/11/01 03:00,Keelung,0.15,0.9,3.2,4.1,1.2
2015/11/01 04:00,Keelung,0.16,0.7,3.6,4.3,1.1
2015/11/01 05:00,Keelung,0.17,0.9,3.9,4.8,1.1
2015/11/01 06:00,Keelung,0.22,1.1,7.8,8.9,1.1
2015/11/01 07:00,Keelung,0.24,2.6,9.7,12,1.2
2015/11/01 08:00,Keelung,0.24,2.6,8.4,11,1.2
2015/11/01 09:00,Keelung,0.27,2.8,10,13,1.2
2015/11/01 10:00,Keelung,0.33,4.9,13,17,1.6
2015/11/01 11:00,Keelung,0.33,6.4,16,22,1.6
2015/11/01 12:00,Keelung,0.33,3.5,15,18,1.8
2015/11/01 13:00,Keelung,0.33,3.1,16,19,1.9
2015/11/01 14:00,Keelung,0.32,3.8,14,18,1.6
2015/11/01 15:00,Keelung,0.31,3.3,15,19,2
2015/11/01 16:00,Keelung,0.33,2.8,20,23,4.6
2015/11/01 17:00,Keelung,0.37,2.5,19,22,3.1
2015/11/01 18:00,Keelung,0.36,2.7,20,23,3.3
2015/11/01 19:00,Keelung,0.33,2.3,19,21,3.2
2015/11/01 20:00,Keelung,0.29,2.2,17,20,4.9
2015/11/01 21:00,Keelung,0.32,2.1,16,18,3.9
2015/11/01 22:00,Keelung,0.27,1.8,14,16,4.8
2015/11/01 23:00,Keelung,0.24,1,10,11,2.2
2015/11/15 00:00,Keelung,0.35,1.2,11,12,5
2015/11/15 01:00,Keelung,0.36,1,10,11,3.9
2015/11/15 02:00,Keelung,0.32,1.2,8.2,9.4,3
2015/11/15 03:00,Keelung,0.33,0.7,7.2,7.9,1.9
2015/11/15 04:00,Keelung,0.35,0.8,6.2,7,1.6
2015/11/15 05:00,Keelung,0.36,1,6.7,7.6,1.4
2015/11/15 06:00,Keelung,0.38,1.2,7.2,8.4,1.3
2015/11/15 07:00,Keelung,0.48,2.8,12,15,1.5
2015/11/15 08:00,Keelung,0.55,5.4,15,20,2.1
2015/11/15 09:00,Keelung,0.54,5.5,15,20,1.8
2015/11/15 10:00,Keelung,0.43,3.3,9.8,13,1.2
2015/11/15 11:00,Keelung,0.43,3.6,9.9,13,1.3
2015/11/15 12:00,Keelung,0.42,3.4,9.2,13,1.3
2015/11/15 13:00,Keelung,0.43,3.6,10,14,1.2
2015/11/15 14:00,Keelung,0.44,3.7,12,16,1.3
2015/11/15 15:00,Keelung,0.44,3,13,16,1.4
2015/11/15 16:00,Keelung,0.46,2.5,15,17,1.3
2015/11/15 17:00,Keelung,0.59,3,21,24,2
2015/11/15 18:00,Keelung,0.61,2.9,21,24,1.9
2015/11/15 19:00,Keelung,0.59,2.6,21,23,1.9
2015/11/15 20:00,Keelung,0.54,2.1,20,22,2.1
2015/11/15 21:00,Keelung,0.51,1.9,18,20,1.9
2015/11/15 22:00,Keelung,0.48,1.7,15,17,1.7
2015/11/15 23:00,Keelung,0.44,1.4,12,13,1.6
2015/12/01 00:00,Keelung,0.24,1.1,9.5,11,3.3
2015/12/01 01:00,Keelung,0.23,0.8,9.7,10,3.2
2015/12/01 02:00,Keelung,0.21,0.8,6.4,7.2,1.5
2015/12/01 03:00,Keelung,0.2,0.7,5.4,6.1,1.4
2015/12/01 04:00,Keelung,0.21,0.6,6.1,6.7,1.6
2015/12/01 05:00,Keelung,0.22,0.9,8.1,8.9,1.8
2015/12/01 06:00,Keelung,0.3,2.4,16,18,2.2
2015/12/01 07:00,Keelung,0.48,5.2,22,27,1.5
2015/12/01 08:00,Keelung,0.59,7.5,26,33,1.7
2015/12/01 09:00,Keelung,0.49,8.4,26,35,4.1
2015/12/01 10:00,Keelung,0.49,8.4,26,35,4.1
2015/12/01 11:00,Keelung,0.36,7.4,19,26,5.2
2015/12/01 12:00,Keelung,0.33,6.9,19,26,7.6
2015/12/01 13:00,Keelung,0.36,8.6,22,31,11
2015/12/01 14:00,Keelung,0.34,5.1,18,23,4.1
2015/12/01 15:00,Keelung,0.39,5.1,22,27,2.7
2015/12/01 16:00,Keelung,0.48,7.5,30,37,2.7
2015/12/01 17:00,Keelung,0.57,5.3,30,36,2.5
2015/12/01 18:00,Keelung,0.85,10,36,46,2.3
2015/12/01 19:00,Keelung,0.78,8.8,33,41,2.2
2015/12/01 20:00,Keelung,0.52,4.5,24,28,1.7
2015/12/01 21:00,Keelung,0.48,3.6,25,29,4
2015/12/01 22:00,Keelung,0.49,3.5,24,27,3.6
2015/12/01 23:00,Keelung,0.39,1.8,18,20,2.1
2015/12/15 00:00,Keelung,0.54,2.1,12,14,3.6
2015/12/15 01:00,Keelung,0.52,1.6,8.2,9.8,1.7
2015/12/15 02:00,Keelung,0.5,1.4,6.7,8.1,1.6
2015/12/15 03:00,Keelung,0.5,1.1,6.8,7.9,1.5
2015/12/15 04:00,Keelung,0.5,1,6,7,1.5
2015/12/15 05:00,Keelung,0.52,1.1,7.4,8.5,1.5
2015/12/15 06:00,Keelung,0.61,2.7,14,17,1.8
2015/12/15 07:00,Keelung,0.77,6.7,21,28,2.5
2015/12/15 08:00,Keelung,0.94,13,26,40,3.3
2015/12/15 09:00,Keelung,0.91,15,27,42,4.2
2015/12/15 10:00,Keelung,0.88,12,26,38,4.8
2015/12/15 11:00,Keelung,0.9,9.7,24,34,4.3
2015/12/15 12:00,Keelung,0.83,5.4,20,26,3.8
2015/12/15 13:00,Keelung,0.87,5.9,22,28,3.7
2015/12/15 14:00,Keelung,0.91,8,26,34,3.7
2015/12/15 15:00,Keelung,0.89,7.2,28,36,3.6
2015/12/15 16:00,Keelung,0.93,7,31,38,3.8
2015/12/15 17:00,Keelung,1.1,6,33,39,5.3
2015/12/15 18:00,Keelung,1.1,5.6,32,38,4.9
2015/12/15 19:00,Keelung,0.97,3.7,31,34,6.7
2015/12/15 20:00,Keelung,0.89,2.9,27,29,5.4
2015/12/15 21:00,Keelung,0.91,2.4,25,28,6.5
2015/12/15 22:00,Keelung,0.87,1.9,19,20,8.3
2015/12/15 23:00,Keelung,0.78,1.1,13,14,8.3
2015/01/01 00:00,Yilan,0.71,0.9,10,11,8.5
2015/01/01 01:00,Yilan,0.65,0.7,8.6,9.3,6.9
2015/01/01 02:00,Yilan,0.58,0.5,7.1,7.6,5.9
2015/01/01 03:00,Yilan,0.52,0.7,6.3,7.1,5
2015/01/01 04:00,Yilan,0.45,0.5,6.1,6.5,4.9
2015/01/01 05:00,Yilan,0.46,0.5,6.2,6.6,5.2
2015/01/01 06:00,Yilan,0.48,0.6,7,7.6,5.6
2015/01/01 07:00,Yilan,0.53,0.7,8.5,9.3,6.1
2015/01/01 08:00,Yilan,0.54,1.3,8.8,10,5.7
2015/01/01 09:00,Yilan,0.5,1.4,8.3,9.7,4.9
2015/01/01 10:00,Yilan,0.46,1.5,8,9.5,4.2
2015/01/01 11:00,Yilan,0.4,1.7,5.9,7.6,3.1
2015/01/01 12:00,Yilan,0.37,1.4,5.2,6.6,2.9
2015/01/01 13:00,Yilan,0.34,1.2,4.9,6.1,2.6
2015/01/01 14:00,Yilan,0.32,1.3,5,6.3,2.4
2015/01/01 15:00,Yilan,0.33,1.1,5,6.1,2.5
2015/01/01 16:00,Yilan,0.34,1.2,6.3,7.5,2.5
2015/01/01 17:00,Yilan,0.31,1.3,6.3,7.6,2.2
2015/01/01 18:00,Yilan,0.28,1.1,6.2,7.4,2.1
2015/01/01 19:00,Yilan,0.24,1.1,5.5,6.6,1.8
2015/01/01 20:00,Yilan,0.23,0.9,4.8,5.7,1.8
2015/01/01 21:00,Yilan,0.24,1,5,6,1.8
2015/01/01 22:00,Yilan,0.23,0.7,4.2,4.9,1.6
2015/01/01 23:00,Yilan,0.23,0.8,3.6,4.4,1.5
2015/01/15 00:00,Yilan,0.27,0.5,5.3,5.9,0.7
2015/01/15 01:00,Yilan,0.26,0.2,4.9,5.1,0.8
2015/01/15 02:00,Yilan,0.23,0.3,3.8,4.1,0.6
2015/01/15 03:00,Yilan,0.25,0.5,2.1,2.6,0.7
2015/01/15 04:00,Yilan,0.27,0.5,2.2,2.6,0.7
2015/01/15 05:00,Yilan,0.3,0.6,3.2,3.7,0.7
2015/01/15 06:00,Yilan,0.36,1.1,5.6,6.7,0.9
2015/01/15 07:00,Yilan,0.45,1.6,9.3,11,0.8
2015/01/15 08:00,Yilan,0.4,1.3,7.5,8.9,0.8
2015/01/15 09:00,Yilan,0.35,1.2,6.9,8.1,0.7
2015/01/15 10:00,Yilan,0.35,1.4,7.2,8.6,0.8
2015/01/15 11:00,Yilan,0.33,1,6.6,7.6,0.8
2015/01/15 12:00,Yilan,0.33,0.9,6.6,7.5,0.8
2015/01/15 13:00,Yilan,0.3,0.9,5.8,6.7,0.7
2015/01/15 14:00,Yilan,0.25,1,4.8,5.8,0.8
2015/01/15 15:00,Yilan,0.27,0.9,5.3,6.2,0.8
2015/01/15 16:00,Yilan,0.3,0.8,6.4,7.2,0.7
2015/01/15 17:00,Yilan,0.31,1.1,7.5,8.5,0.7
2015/01/15 18:00,Yilan,0.29,0.8,5.5,6.2,0.7
2015/01/15 19:00,Yilan,0.28,0.6,5.9,6.5,0.8
2015/01/15 20:00,Yilan,0.35,0.9,8.4,9.2,0.7
2015/01/15 21:00,Yilan,0.41,1.4,12,13,0.8
2015/01/15 22:00,Yilan,0.29,0.9,7.2,8.1,0.8
2015/01/15 23:00,Yilan,0.31,0.7,5.5,6.2,0.7
2015/02/01 00:00,Yilan,0.31,0.6,2.9,3.5,1.2
2015/02/01 01:00,Yilan,0.26,0.8,2.3,3.1,0.5
2015/02/01 02:00,Yilan,0.22,1,1.7,2.6,0.6
2015/02/01 03:00,Yilan,0.21,0.8,1.2,2.1,0.5
2015/02/01 04:00,Yilan,0.2,1,1.5,2.4,0.5
2015/02/01 05:00,Yilan,0.2,0.9,1.7,2.6,0.5
2015/02/01 06:00,Yilan,0.28,1.4,5.5,6.9,0.5
2015/02/01 07:00,Yilan,0.31,1.7,8.7,10,0.5
2015/02/01 08:00,Yilan,0.43,2.5,13,16,0.7
2015/02/01 09:00,Yilan,0.36,2.4,12,14,1
2015/02/01 10:00,Yilan,0.3,2.3,9.4,12,1
2015/02/01 11:00,Yilan,0.31,2.2,8.7,11,0.8
2015/02/01 12:00,Yilan,0.34,2,9.2,11,0.8
2015/02/01 13:00,Yilan,0.3,2.1,8.9,11,1
2015/02/01 14:00,Yilan,0.33,2.1,11,13,1.2
2015/02/01 15:00,Yilan,0.3,2.1,7.6,9.7,1
2015/02/01 16:00,Yilan,0.3,1.6,7.7,9.4,0.7
2015/02/01 17:00,Yilan,0.49,2.2,16,18,1.2
2015/02/01 18:00,Yilan,0.41,1.9,12,14,1
2015/02/01 19:00,Yilan,0.38,1.8,12,14,1.3
2015/02/01 20:00,Yilan,0.49,1.7,14,16,0.7
2015/02/01 21:00,Yilan,0.47,1.9,15,17,0.7
2015/02/01 22:00,Yilan,0.38,2,12,14,0.7
2015/02/01 23:00,Yilan,0.39,1.7,12,14,0.6
2015/02/14 00:00,Yilan,0.62,1.7,21,23,1.5
2015/02/14 01:00,Yilan,0.37,1.3,8.4,9.7,1.8
2015/02/14 02:00,Yilan,0.36,1.3,10,12,1.4
2015/02/14 03:00,Yilan,0.29,1.3,4.9,6.2,1.3
2015/02/14 04:00,Yilan,0.33,1.3,6.2,7.6,1.2
2015/02/14 05:00,Yilan,0.39,1.3,10,11,1.4
2015/02/14 06:00,Yilan,0.36,1.5,9.2,11,1.7
2015/02/14 07:00,Yilan,0.32,1.4,5,6.4,1.8
2015/02/14 08:00,Yilan,0.29,1.5,4.6,6.1,1.8
2015/02/14 09:00,Yilan,0.27,1.7,4.3,6,1.6
2015/02/14 10:00,Yilan,0.27,1.6,4.2,5.8,1.6
2015/02/14 11:00,Yilan,0.28,1.7,4.4,6.1,1.6
2015/02/14 12:00,Yilan,0.28,1.5,4,5.5,1.5
2015/02/14 13:00,Yilan,0.28,1.7,3.8,5.5,1.6
2015/02/14 14:00,Yilan,0.27,1.6,3.5,5,1.5
2015/02/14 15:00,Yilan,0.29,1.5,3.9,5.4,1.4
2015/02/14 16:00,Yilan,0.29,1.7,4.4,6.1,1.3
2015/02/14 17:00,Yilan,0.3,1.5,4.8,6.3,1.2
2015/02/14 18:00,Yilan,0.29,1.4,4.7,6.1,1.3
2015/02/14 19:00,Yilan,0.26,1.4,4.4,5.8,1.2
2015/02/14 20:00,Yilan,0.26,1.3,4.4,5.8,1.1
2015/02/14 21:00,Yilan,0.28,1.3,4.5,5.8,1
2015/02/14 22:00,Yilan,0.25,1.4,4,5.4,1
2015/02/14 23:00,Yilan,0.24,1.1,4,5.1,0.9
2015/03/01 00:00,Yilan,0.23,0.6,4.9,5.5,1.3
2015/03/01 01:00,Yilan,0.21,0.5,3.8,4.3,1
2015/03/01 02:00,Yilan,0.2,0.4,4.9,5.3,1.6
2015/03/01 03:00,Yilan,0.21,0.9,3,3.9,0.9
2015/03/01 04:00,Yilan,0.23,1.1,3.4,4.4,1
2015/03/01 05:00,Yilan,0.25,0.9,3.7,4.6,1
2015/03/01 06:00,Yilan,0.27,1.1,4.3,5.4,1
2015/03/01 07:00,Yilan,0.29,1.1,5,6.1,0.9
2015/03/01 08:00,Yilan,0.3,1.1,5.7,6.8,1.3
2015/03/01 09:00,Yilan,0.3,1.3,5.3,6.6,1
2015/03/01 10:00,Yilan,0.31,1.6,5.3,6.9,1
2015/03/01 11:00,Yilan,0.35,1.5,5.6,7.1,1.1
2015/03/01 12:00,Yilan,0.36,1.6,5.8,7.4,1
2015/03/01 13:00,Yilan,0.37,1.4,5.4,6.8,1
2015/03/01 14:00,Yilan,0.36,1.4,6.2,7.7,1
2015/03/01 15:00,Yilan,0.34,1.6,5,6.6,0.9
2015/03/01 16:00,Yilan,0.34,1.5,5.9,7.4,0.9
2015/03/01 17:00,Yilan,0.33,1.6,6.1,7.7,1
2015/03/01 18:00,Yilan,0.34,1.3,6.3,7.6,1
2015/03/01 19:00,Yilan,0.33,1.1,5.4,6.4,0.9
2015/03/01 20:00,Yilan,0.3,1.1,5.2,6.2,0.9
2015/03/01 21:00,Yilan,0.3,1.1,5.6,6.7,0.9
2015/03/01 22:00,Yilan,0.29,1.2,4.8,6,1
2015/03/01 23:00,Yilan,0.33,1.1,4.8,5.9,1
2015/03/15 00:00,Yilan,0.65,9.4,29,38,3.7
2015/03/15 01:00,Yilan,0.67,10,25,36,2.2
2015/03/15 02:00,Yilan,0.74,13,19,32,1.6
2015/03/15 03:00,Yilan,0.78,11,22,33,3.2
2015/03/15 04:00,Yilan,0.47,2.6,16,19,2.1
2015/03/15 05:00,Yilan,0.53,2.3,17,19,2.3
2015/03/15 06:00,Yilan,0.57,6.1,19,25,5
2015/03/15 07:00,Yilan,0.72,6.9,23,30,4.4
2015/03/15 08:00,Yilan,0.88,13,24,37,3.1
2015/03/15 09:00,Yilan,0.76,9.6,21,31,4
2015/03/15 10:00,Yilan,0.56,14,26,40,16
2015/03/15 11:00,Yilan,0.47,6.2,20,26,9.1
2015/03/15 12:00,Yilan,0.4,5,18,23,17
2015/03/15 13:00,Yilan,0.4,4.6,21,26,15
2015/03/15 14:00,Yilan,0.34,3.2,15,18,13
2015/03/15 15:00,Yilan,0.31,2.3,9.9,12,10
2015/03/15 16:00,Yilan,0.33,4.4,24,28,17
2015/03/15 17:00,Yilan,0.41,1.5,14,15,4.5
2015/03/15 18:00,Yilan,0.51,1.7,21,23,6.8
2015/03/15 19:00,Yilan,0.44,1.7,18,20,4.5
2015/03/15 20:00,Yilan,0.3,1.7,11,13,2.6
2015/03/15 21:00,Yilan,0.35,1.6,10,12,1.7
2015/03/15 22:00,Yilan,0.31,1.5,11,13,2.4
2015/03/15 23:00,Yilan,0.26,1.9,25,27,9.8
2015/04/01 00:00,Yilan,0.52,2.3,15,17,1.1
2015/04/01 01:00,Yilan,0.8,18,20,38,1.8
2015/04/01 02:00,Yilan,0.71,20,21,41,1.8
2015/04/01 03:00,Yilan,0.58,5.3,20,25,2
2015/04/01 04:00,Yilan,0.52,2.4,19,22,2.4
2015/04/01 05:00,Yilan,0.56,5.1,17,22,1.5
2015/04/01 06:00,Yilan,0.73,15,17,32,2.1
2015/04/01 07:00,Yilan,1.04,27,17,44,2.7
2015/04/01 08:00,Yilan,0.9,16,20,36,2.3
2015/04/01 09:00,Yilan,0.33,8.2,12,20,4.1
2015/04/01 10:00,Yilan,0.34,12,18,30,11
2015/04/01 11:00,Yilan,0.38,11,24,35,12
2015/04/01 12:00,Yilan,0.43,4.5,20,25,10
2015/04/01 13:00,Yilan,0.33,1.8,8.5,10,6
2015/04/01 14:00,Yilan,0.34,1.6,7.6,9.2,3.7
2015/04/01 15:00,Yilan,0.3,1.4,6.5,7.9,3.2
2015/04/01 16:00,Yilan,0.32,1.3,7.2,8.6,3
2015/04/01 17:00,Yilan,0.36,1.5,11,12,3.1
2015/04/01 18:00,Yilan,0.37,1.2,11,12,2.4
2015/04/01 19:00,Yilan,0.54,1.7,16,18,1.9
2015/04/01 20:00,Yilan,0.66,2.6,18,20,1.5
2015/04/01 21:00,Yilan,0.83,4.3,24,28,1.4
2015/04/01 22:00,Yilan,0.77,7.9,25,32,2.1
2015/04/01 23:00,Yilan,0.77,11,24,35,2.4
2015/04/15 00:00,Yilan,0.68,1.7,34,36,1.5
2015/04/15 01:00,Yilan,0.76,2.6,40,43,1.4
2015/04/15 02:00,Yilan,0.8,2.9,43,46,1.6
2015/04/15 03:00,Yilan,0.77,2.5,40,42,1.4
2015/04/15 04:00,Yilan,0.63,1.8,31,33,1.3
2015/04/15 05:00,Yilan,0.56,3.1,26,29,1.2
2015/04/15 06:00,Yilan,0.85,18,28,46,1.6
2015/04/15 07:00,Yilan,0.94,21,31,53,2.5
2015/04/15 08:00,Yilan,0.63,5.6,23,29,2.3
2015/04/15 09:00,Yilan,0.44,3.5,13,17,1.9
2015/04/15 10:00,Yilan,0.28,1.9,11,12,4
2015/04/15 11:00,Yilan,0.27,2.9,15,18,6.8
2015/04/15 12:00,Yilan,0.25,1.6,10,12,3.9
2015/04/15 13:00,Yilan,0.28,2.9,17,20,5.7
2015/04/15 14:00,Yilan,0.3,2.6,17,19,5.2
2015/04/15 15:00,Yilan,0.3,2.5,21,23,8.5
2015/04/15 16:00,Yilan,0.31,1.3,15,16,3.9
2015/04/15 17:00,Yilan,0.39,0.8,12,13,2.7
2015/04/15 18:00,Yilan,0.61,0.8,23,23,2.1
2015/04/15 19:00,Yilan,0.65,0.9,27,28,1.8
2015/04/15 20:00,Yilan,0.62,1,25,26,1.8
2015/04/15 21:00,Yilan,0.67,1.4,31,32,2.4
2015/04/15 22:00,Yilan,0.69,1.4,31,32,2.5
2015/04/15 23:00,Yilan,0.66,1,30,31,2.5
2015/05/01 00:00,Yilan,0.24,1.6,4,5.6,0.8
2015/05/01 01:00,Yilan,0.32,1.8,8.7,10,1.6
2015/05/01 02:00,Yilan,0.29,1.7,8.2,9.9,1.7
2015/05/01 03:00,Yilan,0.28,0.3,9.6,9.9,1.8
2015/05/01 04:00,Yilan,0.3,0.2,7.8,8,1.7
2015/05/01 05:00,Yilan,0.35,0.9,9.8,11,1.7
2015/05/01 06:00,Yilan,0.53,6.2,19,25,1.9
2015/05/01 07:00,Yilan,0.62,3.7,18,22,3.6
2015/05/01 08:00,Yilan,0.64,2.6,15,18,2.4
2015/05/01 09:00,Yilan,0.61,2.4,17,19,2.7
2015/05/01 10:00,Yilan,0.53,2.9,20,23,4.9
2015/05/01 11:00,Yilan,0.4,2.9,21,24,7.1
2015/05/01 12:00,Yilan,0.33,0.9,9,9.9,4.4
2015/05/01 13:00,Yilan,0.33,0.7,13,13,3.4
2015/05/01 14:00,Yilan,0.33,1.1,15,16,5.7
2015/05/01 15:00,Yilan,0.36,1.1,15,16,7.3
2015/05/01 16:00,Yilan,0.43,0.8,12,13,2.4
2015/05/01 17:00,Yilan,0.53,1.2,17,18,1.8
2015/05/01 18:00,Yilan,0.64,0.9,19,20,1.8
2015/05/01 19:00,Yilan,0.54,1.1,16,17,1.7
2015/05/01 20:00,Yilan,0.62,2.3,22,24,1.6
2015/05/01 21:00,Yilan,0.57,1.7,20,21,1.6
2015/05/01 22:00,Yilan,0.78,2.6,23,25,1.6
2015/05/01 23:00,Yilan,0.94,4.8,25,30,1.8
2015/05/15 00:00,Yilan,0.44,1.6,13,14,0.8
2015/05/15 01:00,Yilan,0.39,0.8,9.9,11,0.8
2015/05/15 02:00,Yilan,0.39,1.3,10,11,1
2015/05/15 03:00,Yilan,0.4,2.4,11,13,0.9
2015/05/15 04:00,Yilan,0.39,2.1,11,13,1.2
2015/05/15 05:00,Yilan,0.49,4.4,15,19,2
2015/05/15 06:00,Yilan,0.57,10,18,28,4.2
2015/05/15 07:00,Yilan,0.57,7.7,17,24,2.8
2015/05/15 08:00,Yilan,0.44,3.4,13,16,2.2
2015/05/15 09:00,Yilan,0.36,2.7,11,14,2.2
2015/05/15 10:00,Yilan,0.47,1.7,15,17,2.7
2015/05/15 11:00,Yilan,0.33,1.5,13,15,5.3
2015/05/15 12:00,Yilan,0.23,1.3,6.9,8.2,3.8
2015/05/15 13:00,Yilan,0.21,0.8,4.4,5.2,4.3
2015/05/15 14:00,Yilan,0.21,1,6.8,7.8,6.2
2015/05/15 15:00,Yilan,0.21,5.6,18,23,17
2015/05/15 16:00,Yilan,0.22,3.6,22,26,18
2015/05/15 17:00,Yilan,0.27,4.2,28,32,24
2015/05/15 18:00,Yilan,0.28,2.6,33,36,20
2015/05/15 19:00,Yilan,0.45,1.5,27,28,11
2015/05/15 20:00,Yilan,0.61,3.2,26,29,3.9
2015/05/15 21:00,Yilan,0.72,6.9,27,33,2.7
2015/05/15 22:00,Yilan,0.62,5,23,28,2
2015/05/15 23:00,Yilan,0.52,3.1,20,23,1.6
2015/06/01 00:00,Yilan,0.27,1.1,6.7,7.8,1.7
2015/06/01 01:00,Yilan,0.26,1.2,6.5,7.6,1.4
2015/06/01 02:00,Yilan,0.29,1.1,7.9,9,2.1
2015/06/01 03:00,Yilan,0.31,0.8,9.8,11,1.4
2015/06/01 04:00,Yilan,0.32,0.8,7.8,8.6,1.1
2015/06/01 05:00,Yilan,0.39,2.1,10,12,1.4
2015/06/01 06:00,Yilan,0.51,10,13,23,2.4
2015/06/01 07:00,Yilan,0.73,13,17,30,4.6
2015/06/01 08:00,Yilan,0.44,4.1,11,15,2.4
2015/06/01 09:00,Yilan,0.5,4.6,17,21,2.3
2015/06/01 10:00,Yilan,0.51,3.7,14,18,1.6
2015/06/01 11:00,Yilan,0.41,3.1,16,19,7.1
2015/06/01 12:00,Yilan,0.26,2.4,13,15,11
2015/06/01 13:00,Yilan,0.28,4.1,24,28,14
2015/06/01 14:00,Yilan,0.25,4.9,23,28,15
2015/06/01 15:00,Yilan,0.25,2.8,19,22,19
2015/06/01 16:00,Yilan,0.28,2.3,19,21,11
2015/06/01 17:00,Yilan,0.32,2.2,20,23,8.8
2015/06/01 18:00,Yilan,0.58,1.4,19,20,3.5
2015/06/01 19:00,Yilan,0.6,1.7,17,19,2
2015/06/01 20:00,Yilan,0.64,2,17,19,1.5
2015/06/01 21:00,Yilan,0.81,4.5,25,29,2.2
2015/06/01 22:00,Yilan,0.59,4.3,21,25,3
2015/06/01 23:00,Yilan,0.52,2.9,16,19,1.7
2015/06/15 00:00,Yilan,0.56,2,25,27,2.6
2015/06/15 01:00,Yilan,0.43,1.4,19,20,1.4
2015/06/15 02:00,Yilan,0.28,1,13,14,1.4
2015/06/15 03:00,Yilan,0.23,1.3,9.6,11,1.2
2015/06/15 04:00,Yilan,0.24,1.3,9.4,11,1.3
2015/06/15 05:00,Yilan,0.32,2.5,12,14,1.8
2015/06/15 06:00,Yilan,0.38,5.6,13,19,2.1
2015/06/15 07:00,Yilan,0.41,5.1,12,17,2
2015/06/15 08:00,Yilan,0.41,8.2,14,23,3.3
2015/06/15 09:00,Yilan,0.49,6,18,24,3.8
2015/06/15 10:00,Yilan,0.27,3.3,12,16,6.7
2015/06/15 11:00,Yilan,0.2,1.5,6.3,7.7,3.8
2015/06/15 12:00,Yilan,0.16,1.3,4.6,5.9,3.3
2015/06/15 13:00,Yilan,0.12,1.3,2.7,4,2.2
2015/06/15 14:00,Yilan,0.13,1.6,6.8,8.3,2.3
2015/06/15 15:00,Yilan,0.17,1.2,4.6,5.8,1.8
2015/06/15 16:00,Yilan,0.15,4.7,18,23,11
2015/06/15 17:00,Yilan,0.17,12,29,41,23
2015/06/15 18:00,Yilan,0.17,2.5,20,23,12
2015/06/15 19:00,Yilan,0.54,6.1,23,29,3.9
2015/06/15 20:00,Yilan,0.49,5.4,21,27,2.9
2015/06/15 21:00,Yilan,0.51,5.8,22,28,2.3
2015/06/15 22:00,Yilan,0.4,2.8,21,24,6.1
2015/06/15 23:00,Yilan,0.35,1.9,18,20,3.9
2015/07/01 00:00,Yilan,0.35,1.9,15,17,3.2
2015/07/01 01:00,Yilan,0.34,1.6,16,17,2.8
2015/07/01 02:00,Yilan,0.22,1.6,11,13,2.1
2015/07/01 03:00,Yilan,0.17,0.9,7.7,8.5,1.8
2015/07/01 04:00,Yilan,0.16,0.9,7.6,8.5,1.8
2015/07/01 05:00,Yilan,0.17,1.2,7.4,8.6,1.8
2015/07/01 06:00,Yilan,0.23,2.7,9,12,1.7
2015/07/01 07:00,Yilan,0.29,3.5,8.2,12,1.6
2015/07/01 08:00,Yilan,0.33,3.5,11,14,1.8
2015/07/01 09:00,Yilan,0.38,3.5,14,17,2
2015/07/01 10:00,Yilan,0.34,2.4,14,16,2.5
2015/07/01 11:00,Yilan,0.32,1.4,12,14,2.5
2015/07/01 12:00,Yilan,0.28,1.5,12,14,4.3
2015/07/01 13:00,Yilan,0.27,1.2,9.8,11,2.3
2015/07/01 14:00,Yilan,0.26,2.4,18,21,8.3
2015/07/01 15:00,Yilan,0.31,1.9,14,16,3.5
2015/07/01 16:00,Yilan,0.32,2,18,20,7.7
2015/07/01 17:00,Yilan,0.34,1.7,19,21,7.4
2015/07/01 18:00,Yilan,0.28,1.8,38,39,25
2015/07/01 19:00,Yilan,0.55,3.5,35,39,12
2015/07/01 20:00,Yilan,0.6,2.4,24,27,3
2015/07/01 21:00,Yilan,0.51,3,23,26,2.8
2015/07/01 22:00,Yilan,0.49,3,22,25,2
2015/07/01 23:00,Yilan,0.5,2.1,21,23,1.9
2015/07/15 00:00,Yilan,0.33,1.2,12,14,2
2015/07/15 01:00,Yilan,0.27,1.1,11,12,0.9
2015/07/15 02:00,Yilan,0.24,1.2,11,12,0.9
2015/07/15 03:00,Yilan,0.19,1.4,8,9.4,0.9
2015/07/15 04:00,Yilan,0.2,1.5,9.1,11,0.8
2015/07/15 05:00,Yilan,0.24,3,13,16,1.2
2015/07/15 06:00,Yilan,0.4,6,16,22,1.7
2015/07/15 07:00,Yilan,0.41,6.1,14,20,1.8
2015/07/15 08:00,Yilan,0.49,10,24,35,9.4
2015/07/15 09:00,Yilan,0.3,10,24,34,19
2015/07/15 10:00,Yilan,0.23,2.8,9.5,12,5.4
2015/07/15 11:00,Yilan,0.19,1.4,5.4,6.8,4.5
2015/07/15 12:00,Yilan,0.19,1.1,4.4,5.6,2.6
2015/07/15 13:00,Yilan,0.16,1.1,4.1,5.2,2.1
2015/07/15 14:00,Yilan,0.17,1,3.9,4.9,1.6
2015/07/15 15:00,Yilan,0.16,0.9,3.8,4.7,1.1
2015/07/15 16:00,Yilan,0.17,1.1,5.3,6.4,1.5
2015/07/15 17:00,Yilan,0.24,1.2,6.4,7.6,1.3
